,STATION,DATETIME,DAILY_ENTRY,DAILY_EXIT,DAILY_TOTAL
3389,57 ST,2018-06-25,11501.0,9115.0,20616.0
3390,57 ST,2018-06-26,11634.0,9701.0,21335.0
3391,57 ST,2018-06-27,12750.0,11066.0,23816.0
3392,57 ST,2018-06-28,12987.0,11479.0,24466.0
3393,57 ST,2018-06-29,13507.0,11254.0,24761.0
3394,57 ST,2018-06-30,2939.0,4144.0,7083.0
3395,57 ST,2018-07-01,1688.0,2447.0,4135.0
3396,57 ST,2018-07-02,9171.0,9095.0,18266.0
3397,57 ST,2018-07-03,9425.0,9166.0,18591.0
3398,57 ST,2018-07-04,3326.0,3599.0,6925.0
3399,57 ST,2018-07-05,8288.0,8985.0,17273.0
3400,57 ST,2018-07-06,7978.0,7840.0,15818.0
3401,57 ST-7 AV,2018-05-26,18720.0,12526.0,31246.0
3402,57 ST-7 AV,2018-05-27,20090.0,10859.0,30949.0
3403,57 ST-7 AV,2018-05-28,19183.0,11208.0,30391.0
3404,57 ST-7 AV,2018-05-29,31048.0,17041.0,48089.0
3405,57 ST-7 AV,2018-05-30,33495.0,17899.0,51394.0
3406,57 ST-7 AV,2018-05-31,35292.0,17736.0,53028.0
3407,57 ST-7 AV,2018-06-01,33251.0,17048.0,50299.0
3408,57 ST-7 AV,2018-06-02,26500.0,14729.0,41229.0
3409,57 ST-7 AV,2018-06-03,24737.0,13477.0,38214.0
3410,57 ST-7 AV,2018-06-04,31040.0,17147.0,48187.0
3411,57 ST-7 AV,2018-06-05,34200.0,17637.0,51837.0
3412,57 ST-7 AV,2018-06-06,35470.0,17916.0,53386.0
3413,57 ST-7 AV,2018-06-07,35068.0,18310.0,53378.0
3414,57 ST-7 AV,2018-06-08,34236.0,16820.0,51056.0
3415,57 ST-7 AV,2018-06-09,24432.0,12043.0,36475.0
3416,57 ST-7 AV,2018-06-10,20041.0,9740.0,29781.0
3417,57 ST-7 AV,2018-06-11,30317.0,17081.0,47398.0
3418,57 ST-7 AV,2018-06-12,34055.0,17544.0,51599.0
3419,57 ST-7 AV,2018-06-13,34473.0,17304.0,51777.0
3420,57 ST-7 AV,2018-06-14,34901.0,18804.0,53705.0
3421,57 ST-7 AV,2018-06-15,33428.0,16846.0,50274.0
3422,57 ST-7 AV,2018-06-16,21979.0,11002.0,32981.0
3423,57 ST-7 AV,2018-06-17,18665.0,9098.0,27763.0
3424,57 ST-7 AV,2018-06-18,29829.0,16616.0,46445.0
3425,57 ST-7 AV,2018-06-19,33559.0,17480.0,51039.0
3426,57 ST-7 AV,2018-06-20,34833.0,17888.0,52721.0
3427,57 ST-7 AV,2018-06-21,35790.0,18467.0,54257.0
3428,57 ST-7 AV,2018-06-22,33654.0,16783.0,50437.0
3429,57 ST-7 AV,2018-06-23,22201.0,11158.0,33359.0
3430,57 ST-7 AV,2018-06-24,19582.0,10511.0,30093.0
3431,57 ST-7 AV,2018-06-25,30431.0,16509.0,46940.0
3432,57 ST-7 AV,2018-06-26,33148.0,17588.0,50736.0
3433,57 ST-7 AV,2018-06-27,35266.0,17830.0,53096.0
3434,57 ST-7 AV,2018-06-28,33471.0,17440.0,50911.0
3435,57 ST-7 AV,2018-06-29,33541.0,16493.0,50034.0
3436,57 ST-7 AV,2018-06-30,23014.0,10859.0,33873.0
3437,57 ST-7 AV,2018-07-01,18581.0,8421.0,27002.0
3438,57 ST-7 AV,2018-07-02,23738.0,14252.0,37990.0
3439,57 ST-7 AV,2018-07-03,33929.0,16035.0,49964.0
3440,57 ST-7 AV,2018-07-04,16528.0,7200.0,23728.0
3441,57 ST-7 AV,2018-07-05,26037.0,14357.0,40394.0
3442,57 ST-7 AV,2018-07-06,27065.0,13654.0,40719.0
3443,59 ST,2018-05-26,26112.0,23990.0,50102.0
3444,59 ST,2018-05-27,24089.0,21481.0,45570.0
3445,59 ST,2018-05-28,27190.0,24332.0,51522.0
3446,59 ST,2018-05-29,62403.0,53282.0,115685.0
3447,59 ST,2018-05-30,68198.0,56130.0,124328.0
3448,59 ST,2018-05-31,68166.0,57469.0,125635.0
3449,59 ST,2018-06-01,66359.0,53112.0,119471.0
3450,59 ST,2018-06-02,41634.0,28034.0,69668.0
3451,59 ST,2018-06-03,31819.0,23022.0,54841.0
3452,59 ST,2018-06-04,61412.0,53169.0,114581.0
3453,59 ST,2018-06-05,66828.0,55839.0,122667.0
3454,59 ST,2018-06-06,69379.0,57531.0,126910.0
3455,59 ST,2018-06-07,68546.0,57737.0,126283.0
3456,59 ST,2018-06-08,67434.0,54805.0,122239.0
3457,59 ST,2018-06-09,40788.0,31201.0,71989.0
3458,59 ST,2018-06-10,33467.0,26598.0,60065.0
3459,59 ST,2018-06-11,60977.0,53684.0,114661.0
3460,59 ST,2018-06-12,67949.0,55966.0,123915.0
3461,59 ST,2018-06-13,68450.0,56386.0,124836.0
3462,59 ST,2018-06-14,68663.0,56221.0,124884.0
3463,59 ST,2018-06-15,66041.0,53604.0,119645.0
3464,59 ST,2018-06-16,39001.0,30423.0,69424.0
3465,59 ST,2018-06-17,28170.0,22556.0,50726.0
3466,59 ST,2018-06-18,59756.0,52430.0,112186.0
3467,59 ST,2018-06-19,67643.0,56496.0,124139.0
3468,59 ST,2018-06-20,68810.0,57418.0,126228.0
3469,59 ST,2018-06-21,68738.0,59076.0,127814.0
3470,59 ST,2018-06-22,65628.0,52852.0,118480.0
3471,59 ST,2018-06-23,42159.0,31912.0,74071.0
3472,59 ST,2018-06-24,31850.0,25650.0,57500.0
3473,59 ST,2018-06-25,59734.0,51966.0,111700.0
3474,59 ST,2018-06-26,66689.0,55293.0,121982.0
3475,59 ST,2018-06-27,66889.0,54650.0,121539.0
3476,59 ST,2018-06-28,64685.0,54126.0,118811.0
3477,59 ST,2018-06-29,65984.0,51672.0,117656.0
3478,59 ST,2018-06-30,34144.0,26685.0,60829.0
3479,59 ST,2018-07-01,24393.0,20173.0,44566.0
3480,59 ST,2018-07-02,55156.0,47499.0,102655.0
3481,59 ST,2018-07-03,60545.0,49093.0,109638.0
3482,59 ST,2018-07-04,28033.0,22100.0,50133.0
3483,59 ST,2018-07-05,53608.0,46416.0,100024.0
3484,59 ST,2018-07-06,54448.0,44853.0,99301.0
3485,59 ST COLUMBUS,2018-05-26,34755.0,29864.0,64619.0
3486,59 ST COLUMBUS,2018-05-27,33785.0,24932.0,58717.0
3487,59 ST COLUMBUS,2018-05-28,33930.0,27315.0,61245.0
3488,59 ST COLUMBUS,2018-05-29,65836.0,55981.0,121817.0
3489,59 ST COLUMBUS,2018-05-30,72928.0,59329.0,132257.0
3490,59 ST COLUMBUS,2018-05-31,74753.0,58699.0,133452.0
3491,59 ST COLUMBUS,2018-06-01,72042.0,55935.0,127977.0
3492,59 ST COLUMBUS,2018-06-02,47621.0,36317.0,83938.0
3493,59 ST COLUMBUS,2018-06-03,41011.0,31209.0,72220.0
3494,59 ST COLUMBUS,2018-06-04,64239.0,53028.0,117267.0
3495,59 ST COLUMBUS,2018-06-05,71712.0,56749.0,128461.0
3496,59 ST COLUMBUS,2018-06-06,74569.0,58589.0,133158.0
3497,59 ST COLUMBUS,2018-06-07,73602.0,59240.0,132842.0
3498,59 ST COLUMBUS,2018-06-08,72998.0,57115.0,130113.0
3499,59 ST COLUMBUS,2018-06-09,49405.0,41292.0,90697.0
3500,59 ST COLUMBUS,2018-06-10,38872.0,30972.0,69844.0
3501,59 ST COLUMBUS,2018-06-11,64386.0,54680.0,119066.0
3502,59 ST COLUMBUS,2018-06-12,74065.0,58605.0,132670.0
3503,59 ST COLUMBUS,2018-06-13,74538.0,59013.0,133551.0
3504,59 ST COLUMBUS,2018-06-14,76428.0,60650.0,137078.0
3505,59 ST COLUMBUS,2018-06-15,71235.0,54847.0,126082.0
3506,59 ST COLUMBUS,2018-06-16,47605.0,40850.0,88455.0
3507,59 ST COLUMBUS,2018-06-17,39122.0,32536.0,71658.0
3508,59 ST COLUMBUS,2018-06-18,63863.0,53830.0,117693.0
3509,59 ST COLUMBUS,2018-06-19,71465.0,56384.0,127849.0
3510,59 ST COLUMBUS,2018-06-20,74629.0,58766.0,133395.0
3511,59 ST COLUMBUS,2018-06-21,73447.0,59199.0,132646.0
3512,59 ST COLUMBUS,2018-06-22,70784.0,55128.0,125912.0
3513,59 ST COLUMBUS,2018-06-23,42724.0,34220.0,76944.0
3514,59 ST COLUMBUS,2018-06-24,40712.0,33736.0,74448.0
3515,59 ST COLUMBUS,2018-06-25,65668.0,53749.0,119417.0
3516,59 ST COLUMBUS,2018-06-26,71402.0,57078.0,128480.0
3517,59 ST COLUMBUS,2018-06-27,72948.0,57252.0,130200.0
3518,59 ST COLUMBUS,2018-06-28,69062.0,55425.0,124487.0
3519,59 ST COLUMBUS,2018-06-29,69938.0,52364.0,122302.0
3520,59 ST COLUMBUS,2018-06-30,45757.0,36034.0,81791.0
3521,59 ST COLUMBUS,2018-07-01,38109.0,30353.0,68462.0
3522,59 ST COLUMBUS,2018-07-02,59396.0,49058.0,108454.0
3523,59 ST COLUMBUS,2018-07-03,62914.0,48957.0,111871.0
3524,59 ST COLUMBUS,2018-07-04,36490.0,26952.0,63442.0
3525,59 ST COLUMBUS,2018-07-05,56144.0,48222.0,104366.0
3526,59 ST COLUMBUS,2018-07-06,58012.0,44738.0,102750.0
3527,6 AV,2018-05-26,1698.0,1797.0,3495.0
3528,6 AV,2018-05-27,1776.0,1885.0,3661.0
3529,6 AV,2018-05-28,1632.0,1707.0,3339.0
3530,6 AV,2018-05-29,2749.0,2294.0,5043.0
3531,6 AV,2018-05-30,2996.0,2404.0,5400.0
3532,6 AV,2018-05-31,3163.0,2469.0,5632.0
3533,6 AV,2018-06-01,3254.0,2462.0,5716.0
3534,6 AV,2018-06-02,2695.0,2313.0,5008.0
3535,6 AV,2018-06-03,1978.0,2060.0,4038.0
3536,6 AV,2018-06-04,2779.0,2325.0,5104.0
3537,6 AV,2018-06-05,3134.0,2409.0,5543.0
3538,6 AV,2018-06-06,3283.0,2466.0,5749.0
3539,6 AV,2018-06-07,3235.0,2376.0,5611.0
3540,6 AV,2018-06-08,3300.0,2160.0,5460.0
3541,6 AV,2018-06-09,2915.0,2012.0,4927.0
3542,6 AV,2018-06-10,2249.0,1825.0,4074.0
3543,6 AV,2018-06-11,2841.0,2197.0,5038.0
3544,6 AV,2018-06-12,3015.0,2256.0,5271.0
3545,6 AV,2018-06-13,3197.0,2456.0,5653.0
3546,6 AV,2018-06-14,3373.0,2463.0,5836.0
3547,6 AV,2018-06-15,3355.0,2264.0,5619.0
3548,6 AV,2018-06-16,2803.0,1941.0,4744.0
3549,6 AV,2018-06-17,2129.0,1633.0,3762.0
3550,6 AV,2018-06-18,2847.0,2217.0,5064.0
3551,6 AV,2018-06-19,3273.0,2558.0,5831.0
3552,6 AV,2018-06-20,3225.0,2307.0,5532.0
3553,6 AV,2018-06-21,3223.0,2419.0,5642.0
3554,6 AV,2018-06-22,3526.0,2331.0,5857.0
3555,6 AV,2018-06-23,2967.0,2079.0,5046.0
3556,6 AV,2018-06-24,6029.0,3281.0,9310.0
3557,6 AV,2018-06-25,3336.0,2207.0,5543.0
3558,6 AV,2018-06-26,3015.0,2291.0,5306.0
3559,6 AV,2018-06-27,2957.0,2163.0,5120.0
3560,6 AV,2018-06-28,2955.0,2195.0,5150.0
3561,6 AV,2018-06-29,3090.0,2200.0,5290.0
3562,6 AV,2018-06-30,2612.0,1900.0,4512.0
3563,6 AV,2018-07-01,1832.0,1653.0,3485.0
3564,6 AV,2018-07-02,2453.0,2048.0,4501.0
3565,6 AV,2018-07-03,2752.0,2201.0,4953.0
3566,6 AV,2018-07-04,1947.0,1147.0,3094.0
3567,6 AV,2018-07-05,2456.0,2266.0,4722.0
3568,6 AV,2018-07-06,2546.0,1936.0,4482.0
3569,61 ST WOODSIDE,2018-05-26,9925.0,9072.0,18997.0
3570,61 ST WOODSIDE,2018-05-27,8423.0,8898.0,17321.0
3571,61 ST WOODSIDE,2018-05-28,10095.0,10129.0,20224.0
3572,61 ST WOODSIDE,2018-05-29,17224.0,16395.0,33619.0
3573,61 ST WOODSIDE,2018-05-30,17474.0,18459.0,35933.0
3574,61 ST WOODSIDE,2018-05-31,17672.0,18321.0,35993.0
3575,61 ST WOODSIDE,2018-06-01,17597.0,18451.0,36048.0
3576,61 ST WOODSIDE,2018-06-02,11864.0,12767.0,24631.0
3577,61 ST WOODSIDE,2018-06-03,9826.0,10546.0,20372.0
3578,61 ST WOODSIDE,2018-06-04,17433.0,17550.0,34983.0
3579,61 ST WOODSIDE,2018-06-05,17489.0,18951.0,36440.0
3580,61 ST WOODSIDE,2018-06-06,18211.0,19137.0,37348.0
3581,61 ST WOODSIDE,2018-06-07,17381.0,18156.0,35537.0
3582,61 ST WOODSIDE,2018-06-08,18233.0,18912.0,37145.0
3583,61 ST WOODSIDE,2018-06-09,12498.0,13635.0,26133.0
3584,61 ST WOODSIDE,2018-06-10,9726.0,10504.0,20230.0
3585,61 ST WOODSIDE,2018-06-11,17234.0,18359.0,35593.0
3586,61 ST WOODSIDE,2018-06-12,17630.0,18698.0,36328.0
3587,61 ST WOODSIDE,2018-06-13,17345.0,18738.0,36083.0
3588,61 ST WOODSIDE,2018-06-14,17751.0,18866.0,36617.0
3589,61 ST WOODSIDE,2018-06-15,16688.0,17781.0,34469.0
3590,61 ST WOODSIDE,2018-06-16,12282.0,13990.0,26272.0
3591,61 ST WOODSIDE,2018-06-17,9138.0,10762.0,19900.0
3592,61 ST WOODSIDE,2018-06-18,17263.0,16964.0,34227.0
3593,61 ST WOODSIDE,2018-06-19,17111.0,18076.0,35187.0
3594,61 ST WOODSIDE,2018-06-20,17588.0,19852.0,37440.0
3595,61 ST WOODSIDE,2018-06-21,17245.0,18321.0,35566.0
3596,61 ST WOODSIDE,2018-06-22,17283.0,18691.0,35974.0
3597,61 ST WOODSIDE,2018-06-23,11012.0,12334.0,23346.0
3598,61 ST WOODSIDE,2018-06-24,10022.0,10754.0,20776.0
3599,61 ST WOODSIDE,2018-06-25,16899.0,17568.0,34467.0
3600,61 ST WOODSIDE,2018-06-26,17726.0,18656.0,36382.0
3601,61 ST WOODSIDE,2018-06-27,16598.0,18232.0,34830.0
3602,61 ST WOODSIDE,2018-06-28,16126.0,17181.0,33307.0
3603,61 ST WOODSIDE,2018-06-29,16439.0,18134.0,34573.0
3604,61 ST WOODSIDE,2018-06-30,11421.0,12363.0,23784.0
3605,61 ST WOODSIDE,2018-07-01,9528.0,10396.0,19924.0
3606,61 ST WOODSIDE,2018-07-02,15700.0,16147.0,31847.0
3607,61 ST WOODSIDE,2018-07-03,15665.0,17039.0,32704.0
3608,61 ST WOODSIDE,2018-07-04,10140.0,10065.0,20205.0
3609,61 ST WOODSIDE,2018-07-05,16031.0,17956.0,33987.0
3610,61 ST WOODSIDE,2018-07-06,15337.0,16519.0,31856.0
3611,63 DR-REGO PARK,2018-05-26,5926.0,1417.0,7343.0
3612,63 DR-REGO PARK,2018-05-27,4972.0,1417.0,6389.0
3613,63 DR-REGO PARK,2018-05-28,5675.0,1415.0,7090.0
3614,63 DR-REGO PARK,2018-05-29,13879.0,5296.0,19175.0
3615,63 DR-REGO PARK,2018-05-30,16243.0,5521.0,21764.0
3616,63 DR-REGO PARK,2018-05-31,16472.0,6146.0,22618.0
3617,63 DR-REGO PARK,2018-06-01,15786.0,5784.0,21570.0
3618,63 DR-REGO PARK,2018-06-02,8998.0,4124.0,13122.0
3619,63 DR-REGO PARK,2018-06-03,7650.0,3415.0,11065.0
3620,63 DR-REGO PARK,2018-06-04,16182.0,5551.0,21733.0
3621,63 DR-REGO PARK,2018-06-05,16578.0,5839.0,22417.0
3622,63 DR-REGO PARK,2018-06-06,16626.0,6109.0,22735.0
3623,63 DR-REGO PARK,2018-06-07,16330.0,6069.0,22399.0
3624,63 DR-REGO PARK,2018-06-08,16009.0,6011.0,22020.0
3625,63 DR-REGO PARK,2018-06-09,8312.0,6716.0,15028.0
3626,63 DR-REGO PARK,2018-06-10,6122.0,5930.0,12052.0
3627,63 DR-REGO PARK,2018-06-11,15719.0,6209.0,21928.0
3628,63 DR-REGO PARK,2018-06-12,16705.0,5925.0,22630.0
3629,63 DR-REGO PARK,2018-06-13,16402.0,5914.0,22316.0
3630,63 DR-REGO PARK,2018-06-14,16829.0,6008.0,22837.0
3631,63 DR-REGO PARK,2018-06-15,15400.0,6106.0,21506.0
3632,63 DR-REGO PARK,2018-06-16,9329.0,4336.0,13665.0
3633,63 DR-REGO PARK,2018-06-17,7468.0,3521.0,10989.0
3634,63 DR-REGO PARK,2018-06-18,15604.0,5720.0,21324.0
3635,63 DR-REGO PARK,2018-06-19,16059.0,6010.0,22069.0
3636,63 DR-REGO PARK,2018-06-20,16537.0,6022.0,22559.0
3637,63 DR-REGO PARK,2018-06-21,16405.0,6107.0,22512.0
3638,63 DR-REGO PARK,2018-06-22,16003.0,5851.0,21854.0
3639,63 DR-REGO PARK,2018-06-23,8738.0,4034.0,12772.0
3640,63 DR-REGO PARK,2018-06-24,7749.0,3269.0,11018.0
3641,63 DR-REGO PARK,2018-06-25,15825.0,5816.0,21641.0
3642,63 DR-REGO PARK,2018-06-26,16237.0,6123.0,22360.0
3643,63 DR-REGO PARK,2018-06-27,15813.0,5798.0,21611.0
3644,63 DR-REGO PARK,2018-06-28,15233.0,5481.0,20714.0
3645,63 DR-REGO PARK,2018-06-29,15283.0,5592.0,20875.0
3646,63 DR-REGO PARK,2018-06-30,6903.0,2185.0,9088.0
3647,63 DR-REGO PARK,2018-07-01,5041.0,1580.0,6621.0
3648,63 DR-REGO PARK,2018-07-02,13998.0,5116.0,19114.0
3649,63 DR-REGO PARK,2018-07-03,14009.0,5303.0,19312.0
3650,63 DR-REGO PARK,2018-07-04,7408.0,3240.0,10648.0
3651,63 DR-REGO PARK,2018-07-05,14235.0,5271.0,19506.0
3652,63 DR-REGO PARK,2018-07-06,13459.0,5201.0,18660.0
3653,65 ST,2018-05-26,2072.0,1013.0,3085.0
3654,65 ST,2018-05-27,1656.0,1058.0,2714.0
3655,65 ST,2018-05-28,1984.0,1140.0,3124.0
3656,65 ST,2018-05-29,3478.0,2249.0,5727.0
3657,65 ST,2018-05-30,3649.0,2554.0,6203.0
3658,65 ST,2018-05-31,3724.0,2467.0,6191.0
3659,65 ST,2018-06-01,3783.0,2446.0,6229.0
3660,65 ST,2018-06-02,2459.0,2321.0,4780.0
3661,65 ST,2018-06-03,1927.0,2097.0,4024.0
3662,65 ST,2018-06-04,3729.0,2397.0,6126.0
3663,65 ST,2018-06-05,3735.0,2606.0,6341.0
3664,65 ST,2018-06-06,3726.0,2519.0,6245.0
3665,65 ST,2018-06-07,3642.0,2473.0,6115.0
3666,65 ST,2018-06-08,3856.0,2500.0,6356.0
3667,65 ST,2018-06-09,2478.0,2372.0,4850.0
3668,65 ST,2018-06-10,1949.0,1944.0,3893.0
3669,65 ST,2018-06-11,3720.0,2478.0,6198.0
3670,65 ST,2018-06-12,3754.0,2555.0,6309.0
3671,65 ST,2018-06-13,3699.0,2506.0,6205.0
3672,65 ST,2018-06-14,3810.0,2489.0,6299.0
3673,65 ST,2018-06-15,3544.0,2453.0,5997.0
3674,65 ST,2018-06-16,2446.0,2185.0,4631.0
3675,65 ST,2018-06-17,2153.0,1849.0,4002.0
3676,65 ST,2018-06-18,3597.0,2548.0,6145.0
3677,65 ST,2018-06-19,3807.0,2521.0,6328.0
3678,65 ST,2018-06-20,3844.0,2557.0,6401.0
3679,65 ST,2018-06-21,3733.0,2539.0,6272.0
3680,65 ST,2018-06-22,3778.0,2573.0,6351.0
3681,65 ST,2018-06-23,2365.0,2209.0,4574.0
3682,65 ST,2018-06-24,2144.0,1900.0,4044.0
3683,65 ST,2018-06-25,3783.0,2609.0,6392.0
3684,65 ST,2018-06-26,3762.0,2577.0,6339.0
3685,65 ST,2018-06-27,3593.0,2431.0,6024.0
3686,65 ST,2018-06-28,3507.0,2226.0,5733.0
3687,65 ST,2018-06-29,3620.0,2324.0,5944.0
3688,65 ST,2018-06-30,1744.0,1137.0,2881.0
3689,65 ST,2018-07-01,1077.0,872.0,1949.0
3690,65 ST,2018-07-02,3310.0,1984.0,5294.0
3691,65 ST,2018-07-03,3384.0,2283.0,5667.0
3692,65 ST,2018-07-04,1761.0,1351.0,3112.0
3693,65 ST,2018-07-05,3338.0,2192.0,5530.0
3694,65 ST,2018-07-06,3337.0,2217.0,5554.0
3695,66 ST-LINCOLN,2018-05-26,10891.0,11184.0,22075.0
3696,66 ST-LINCOLN,2018-05-27,11954.0,9554.0,21508.0
3697,66 ST-LINCOLN,2018-05-28,9314.0,8794.0,18108.0
3698,66 ST-LINCOLN,2018-05-29,22044.0,21176.0,43220.0
3699,66 ST-LINCOLN,2018-05-30,24433.0,23052.0,47485.0
3700,66 ST-LINCOLN,2018-05-31,26220.0,23877.0,50097.0
3701,66 ST-LINCOLN,2018-06-01,25147.0,22624.0,47771.0
3702,66 ST-LINCOLN,2018-06-02,15211.0,14388.0,29599.0
3703,66 ST-LINCOLN,2018-06-03,14501.0,11279.0,25780.0
3704,66 ST-LINCOLN,2018-06-04,21709.0,20690.0,42399.0
3705,66 ST-LINCOLN,2018-06-05,22806.0,21129.0,43935.0
3706,66 ST-LINCOLN,2018-06-06,25269.0,22111.0,47380.0
3707,66 ST-LINCOLN,2018-06-07,23840.0,20530.0,44370.0
3708,66 ST-LINCOLN,2018-06-08,22994.0,21463.0,44457.0
3709,66 ST-LINCOLN,2018-06-09,14567.0,12212.0,26779.0
3710,66 ST-LINCOLN,2018-06-10,12179.0,10099.0,22278.0
3711,66 ST-LINCOLN,2018-06-11,20555.0,20147.0,40702.0
3712,66 ST-LINCOLN,2018-06-12,21857.0,20074.0,41931.0
3713,66 ST-LINCOLN,2018-06-13,23796.0,22027.0,45823.0
3714,66 ST-LINCOLN,2018-06-14,22482.0,19003.0,41485.0
3715,66 ST-LINCOLN,2018-06-15,20289.0,19268.0,39557.0
3716,66 ST-LINCOLN,2018-06-16,14098.0,11609.0,25707.0
3717,66 ST-LINCOLN,2018-06-17,10637.0,9267.0,19904.0
3718,66 ST-LINCOLN,2018-06-18,19552.0,18385.0,37937.0
3719,66 ST-LINCOLN,2018-06-19,21655.0,19691.0,41346.0
3720,66 ST-LINCOLN,2018-06-20,23275.0,20710.0,43985.0
3721,66 ST-LINCOLN,2018-06-21,22186.0,19173.0,41359.0
3722,66 ST-LINCOLN,2018-06-22,21473.0,18675.0,40148.0
3723,66 ST-LINCOLN,2018-06-23,13841.0,12130.0,25971.0
3724,66 ST-LINCOLN,2018-06-24,11685.0,9614.0,21299.0
3725,66 ST-LINCOLN,2018-06-25,19745.0,18510.0,38255.0
3726,66 ST-LINCOLN,2018-06-26,21269.0,20919.0,42188.0
3727,66 ST-LINCOLN,2018-06-27,21579.0,19278.0,40857.0
3728,66 ST-LINCOLN,2018-06-28,21345.0,19382.0,40727.0
3729,66 ST-LINCOLN,2018-06-29,19388.0,17647.0,37035.0
3730,66 ST-LINCOLN,2018-06-30,6299.0,7734.0,14033.0
3731,66 ST-LINCOLN,2018-07-01,4214.0,4960.0,9174.0
3732,66 ST-LINCOLN,2018-07-02,15883.0,15941.0,31824.0
3733,66 ST-LINCOLN,2018-07-03,18193.0,16487.0,34680.0
3734,66 ST-LINCOLN,2018-07-04,10901.0,9223.0,20124.0
3735,66 ST-LINCOLN,2018-07-05,16519.0,15724.0,32243.0
3736,66 ST-LINCOLN,2018-07-06,17646.0,16821.0,34467.0
3737,67 AV,2018-05-26,2422.0,1014.0,3436.0
3738,67 AV,2018-05-27,2108.0,1140.0,3248.0
3739,67 AV,2018-05-28,2317.0,994.0,3311.0
3740,67 AV,2018-05-29,8360.0,4052.0,12412.0
3741,67 AV,2018-05-30,9359.0,4325.0,13684.0
3742,67 AV,2018-05-31,9496.0,4934.0,14430.0
3743,67 AV,2018-06-01,9022.0,4213.0,13235.0
3744,67 AV,2018-06-02,4210.0,2527.0,6737.0
3745,67 AV,2018-06-03,3578.0,2357.0,5935.0
3746,67 AV,2018-06-04,9213.0,4115.0,13328.0
3747,67 AV,2018-06-05,9031.0,4221.0,13252.0
3748,67 AV,2018-06-06,9581.0,4730.0,14311.0
3749,67 AV,2018-06-07,8942.0,4197.0,13139.0
3750,67 AV,2018-06-08,9104.0,4317.0,13421.0
3751,67 AV,2018-06-09,3891.0,2263.0,6154.0
3752,67 AV,2018-06-10,2874.0,2045.0,4919.0
3753,67 AV,2018-06-11,8917.0,4001.0,12918.0
3754,67 AV,2018-06-12,9230.0,4337.0,13567.0
3755,67 AV,2018-06-13,9253.0,4397.0,13650.0
3756,67 AV,2018-06-14,9235.0,4196.0,13431.0
3757,67 AV,2018-06-15,8166.0,3772.0,11938.0
3758,67 AV,2018-06-16,4279.0,2345.0,6624.0
3759,67 AV,2018-06-17,3340.0,2049.0,5389.0
3760,67 AV,2018-06-18,8704.0,3984.0,12688.0
3761,67 AV,2018-06-19,9076.0,4316.0,13392.0
3762,67 AV,2018-06-20,9108.0,4296.0,13404.0
3763,67 AV,2018-06-21,8899.0,4087.0,12986.0
3764,67 AV,2018-06-22,8372.0,4021.0,12393.0
3765,67 AV,2018-06-23,3892.0,2237.0,6129.0
3766,67 AV,2018-06-24,3576.0,2209.0,5785.0
3767,67 AV,2018-06-25,8668.0,3910.0,12578.0
3768,67 AV,2018-06-26,9392.0,4308.0,13700.0
3769,67 AV,2018-06-27,8491.0,3901.0,12392.0
3770,67 AV,2018-06-28,8469.0,3773.0,12242.0
3771,67 AV,2018-06-29,7967.0,3555.0,11522.0
3772,67 AV,2018-06-30,2937.0,1631.0,4568.0
3773,67 AV,2018-07-01,1965.0,1058.0,3023.0
3774,67 AV,2018-07-02,7499.0,3161.0,10660.0
3775,67 AV,2018-07-03,7814.0,3641.0,11455.0
3776,67 AV,2018-07-04,3015.0,1601.0,4616.0
3777,67 AV,2018-07-05,7566.0,3399.0,10965.0
3778,67 AV,2018-07-06,7334.0,3359.0,10693.0
3779,68ST-HUNTER CO,2018-05-26,5635.0,5303.0,10938.0
3780,68ST-HUNTER CO,2018-05-27,4775.0,4426.0,9201.0
3781,68ST-HUNTER CO,2018-05-28,5650.0,5327.0,10977.0
3782,68ST-HUNTER CO,2018-05-29,19421.0,15661.0,35082.0
3783,68ST-HUNTER CO,2018-05-30,21684.0,18285.0,39969.0
3784,68ST-HUNTER CO,2018-05-31,22276.0,17220.0,39496.0
3785,68ST-HUNTER CO,2018-06-01,18770.0,12012.0,30782.0
3786,68ST-HUNTER CO,2018-06-02,8029.0,7665.0,15694.0
3787,68ST-HUNTER CO,2018-06-03,8027.0,7185.0,15212.0
3788,68ST-HUNTER CO,2018-06-04,19831.0,17209.0,37040.0
3789,68ST-HUNTER CO,2018-06-05,21641.0,17398.0,39039.0
3790,68ST-HUNTER CO,2018-06-06,21701.0,17310.0,39011.0
3791,68ST-HUNTER CO,2018-06-07,22325.0,17343.0,39668.0
3792,68ST-HUNTER CO,2018-06-08,19258.0,15149.0,34407.0
3793,68ST-HUNTER CO,2018-06-09,8100.0,7861.0,15961.0
3794,68ST-HUNTER CO,2018-06-10,8035.0,6606.0,14641.0
3795,68ST-HUNTER CO,2018-06-11,19691.0,16931.0,36622.0
3796,68ST-HUNTER CO,2018-06-12,22333.0,17449.0,39782.0
3797,68ST-HUNTER CO,2018-06-13,22003.0,17161.0,39164.0
3798,68ST-HUNTER CO,2018-06-14,22143.0,17659.0,39802.0
3799,68ST-HUNTER CO,2018-06-15,17979.0,14779.0,32758.0
3800,68ST-HUNTER CO,2018-06-16,8267.0,8610.0,16877.0
3801,68ST-HUNTER CO,2018-06-17,5833.0,5735.0,11568.0
