,STATION,DATETIME,DAILY_ENTRY,DAILY_EXIT,DAILY_TOTAL
0,1 AV,2018-05-26,12813.0,14984.0,27797.0
1,1 AV,2018-05-27,13287.0,15456.0,28743.0
2,1 AV,2018-05-28,12572.0,14472.0,27044.0
3,1 AV,2018-05-29,20705.0,23595.0,44300.0
4,1 AV,2018-05-30,22414.0,24313.0,46727.0
5,1 AV,2018-05-31,22932.0,25629.0,48561.0
6,1 AV,2018-06-01,23456.0,25689.0,49145.0
7,1 AV,2018-06-02,20048.0,21281.0,41329.0
8,1 AV,2018-06-03,16096.0,19088.0,35184.0
9,1 AV,2018-06-04,21458.0,23273.0,44731.0
10,1 AV,2018-06-05,20499.0,22735.0,43234.0
11,1 AV,2018-06-06,23524.0,24799.0,48323.0
12,1 AV,2018-06-07,21945.0,23644.0,45589.0
13,1 AV,2018-06-08,23769.0,25782.0,49551.0
14,1 AV,2018-06-09,19888.0,20218.0,40106.0
15,1 AV,2018-06-10,15469.0,17958.0,33427.0
16,1 AV,2018-06-11,20779.0,22648.0,43427.0
17,1 AV,2018-06-12,22312.0,23549.0,45861.0
18,1 AV,2018-06-13,22681.0,24346.0,47027.0
19,1 AV,2018-06-14,23147.0,24755.0,47902.0
20,1 AV,2018-06-15,22370.0,23230.0,45600.0
21,1 AV,2018-06-16,18679.0,19640.0,38319.0
22,1 AV,2018-06-17,14290.0,16334.0,30624.0
23,1 AV,2018-06-18,19705.0,22582.0,42287.0
24,1 AV,2018-06-19,19818.0,22045.0,41863.0
25,1 AV,2018-06-20,22019.0,23636.0,45655.0
26,1 AV,2018-06-21,22654.0,23732.0,46386.0
27,1 AV,2018-06-22,22976.0,24666.0,47642.0
28,1 AV,2018-06-23,18388.0,20285.0,38673.0
29,1 AV,2018-06-24,17486.0,19150.0,36636.0
30,1 AV,2018-06-25,20022.0,22155.0,42177.0
31,1 AV,2018-06-26,20997.0,23072.0,44069.0
32,1 AV,2018-06-27,21172.0,22545.0,43717.0
33,1 AV,2018-06-28,21242.0,22436.0,43678.0
34,1 AV,2018-06-29,21762.0,23288.0,45050.0
35,1 AV,2018-06-30,18109.0,19049.0,37158.0
36,1 AV,2018-07-01,13194.0,15736.0,28930.0
37,1 AV,2018-07-02,17505.0,19597.0,37102.0
38,1 AV,2018-07-03,19154.0,20798.0,39952.0
39,1 AV,2018-07-04,14007.0,15577.0,29584.0
40,1 AV,2018-07-05,19591.0,24383.0,43974.0
41,1 AV,2018-07-06,18205.0,20230.0,38435.0
42,103 ST,2018-05-26,15407.0,9892.0,25299.0
43,103 ST,2018-05-27,13438.0,9709.0,23147.0
44,103 ST,2018-05-28,15713.0,11835.0,27548.0
45,103 ST,2018-05-29,33012.0,22099.0,55111.0
46,103 ST,2018-05-30,34759.0,23545.0,58304.0
47,103 ST,2018-05-31,34644.0,23891.0,58535.0
48,103 ST,2018-06-01,34436.0,20971.0,55407.0
49,103 ST,2018-06-02,20291.0,15533.0,35824.0
50,103 ST,2018-06-03,16933.0,13749.0,30682.0
51,103 ST,2018-06-04,32982.0,22059.0,55041.0
52,103 ST,2018-06-05,35031.0,23390.0,58421.0
53,103 ST,2018-06-06,34911.0,23627.0,58538.0
54,103 ST,2018-06-07,34015.0,23394.0,57409.0
55,103 ST,2018-06-08,34355.0,23693.0,58048.0
56,103 ST,2018-06-09,22699.0,13903.0,36602.0
57,103 ST,2018-06-10,17253.0,11518.0,28771.0
58,103 ST,2018-06-11,32284.0,20754.0,53038.0
59,103 ST,2018-06-12,34890.0,23931.0,58821.0
60,103 ST,2018-06-13,34605.0,22797.0,57402.0
61,103 ST,2018-06-14,34949.0,23051.0,58000.0
62,103 ST,2018-06-15,32614.0,21735.0,54349.0
63,103 ST,2018-06-16,20309.0,12629.0,32938.0
64,103 ST,2018-06-17,15991.0,10839.0,26830.0
65,103 ST,2018-06-18,31534.0,21235.0,52769.0
66,103 ST,2018-06-19,33548.0,22400.0,55948.0
67,103 ST,2018-06-20,34331.0,22845.0,57176.0
68,103 ST,2018-06-21,34151.0,23065.0,57216.0
69,103 ST,2018-06-22,32943.0,22762.0,55705.0
70,103 ST,2018-06-23,19182.0,14340.0,33522.0
71,103 ST,2018-06-24,18743.0,13617.0,32360.0
72,103 ST,2018-06-25,31872.0,22168.0,54040.0
73,103 ST,2018-06-26,33355.0,22622.0,55977.0
74,103 ST,2018-06-27,32025.0,22012.0,54037.0
75,103 ST,2018-06-28,28099.0,18040.0,46139.0
76,103 ST,2018-06-29,19239.0,10374.0,29613.0
77,103 ST,2018-06-30,33425.0,25642.0,59067.0
78,103 ST,2018-07-01,14624.0,9995.0,24619.0
79,103 ST,2018-07-02,27569.0,16937.0,44506.0
80,103 ST,2018-07-03,28909.0,17068.0,45977.0
81,103 ST,2018-07-04,17616.0,10701.0,28317.0
82,103 ST,2018-07-05,27701.0,20380.0,48081.0
83,103 ST,2018-07-06,27845.0,19013.0,46858.0
84,103 ST-CORONA,2018-05-26,12902.0,8129.0,21031.0
85,103 ST-CORONA,2018-05-27,10800.0,9336.0,20136.0
86,103 ST-CORONA,2018-05-28,12472.0,9002.0,21474.0
87,103 ST-CORONA,2018-05-29,20563.0,13969.0,34532.0
88,103 ST-CORONA,2018-05-30,20853.0,14656.0,35509.0
89,103 ST-CORONA,2018-05-31,20577.0,14817.0,35394.0
90,103 ST-CORONA,2018-06-01,20262.0,14286.0,34548.0
91,103 ST-CORONA,2018-06-02,15050.0,12697.0,27747.0
92,103 ST-CORONA,2018-06-03,11693.0,10145.0,21838.0
93,103 ST-CORONA,2018-06-04,20153.0,13177.0,33330.0
94,103 ST-CORONA,2018-06-05,20069.0,14187.0,34256.0
95,103 ST-CORONA,2018-06-06,20888.0,15035.0,35923.0
96,103 ST-CORONA,2018-06-07,19935.0,14035.0,33970.0
97,103 ST-CORONA,2018-06-08,21013.0,14727.0,35740.0
98,103 ST-CORONA,2018-06-09,15365.0,12617.0,27982.0
99,103 ST-CORONA,2018-06-10,11751.0,10245.0,21996.0
100,103 ST-CORONA,2018-06-11,20114.0,13315.0,33429.0
101,103 ST-CORONA,2018-06-12,19986.0,14353.0,34339.0
102,103 ST-CORONA,2018-06-13,20166.0,14064.0,34230.0
103,103 ST-CORONA,2018-06-14,20200.0,13826.0,34026.0
104,103 ST-CORONA,2018-06-15,19591.0,14584.0,34175.0
105,103 ST-CORONA,2018-06-16,14952.0,11591.0,26543.0
106,103 ST-CORONA,2018-06-17,10539.0,10194.0,20733.0
107,103 ST-CORONA,2018-06-18,19034.0,12133.0,31167.0
108,103 ST-CORONA,2018-06-19,19639.0,13918.0,33557.0
109,103 ST-CORONA,2018-06-20,19798.0,12764.0,32562.0
110,103 ST-CORONA,2018-06-21,19744.0,13931.0,33675.0
111,103 ST-CORONA,2018-06-22,19823.0,13940.0,33763.0
112,103 ST-CORONA,2018-06-23,11592.0,12157.0,23749.0
113,103 ST-CORONA,2018-06-24,8972.0,9773.0,18745.0
114,103 ST-CORONA,2018-06-25,19380.0,13307.0,32687.0
115,103 ST-CORONA,2018-06-26,20340.0,14684.0,35024.0
116,103 ST-CORONA,2018-06-27,19495.0,13865.0,33360.0
117,103 ST-CORONA,2018-06-28,18794.0,13980.0,32774.0
118,103 ST-CORONA,2018-06-29,19380.0,13970.0,33350.0
119,103 ST-CORONA,2018-06-30,14291.0,11157.0,25448.0
120,103 ST-CORONA,2018-07-01,11038.0,9439.0,20477.0
121,103 ST-CORONA,2018-07-02,18271.0,12385.0,30656.0
122,103 ST-CORONA,2018-07-03,18669.0,13305.0,31974.0
123,103 ST-CORONA,2018-07-04,11710.0,10066.0,21776.0
124,103 ST-CORONA,2018-07-05,19049.0,13308.0,32357.0
125,103 ST-CORONA,2018-07-06,18710.0,13475.0,32185.0
126,104 ST,2018-05-26,1348.0,539.0,1887.0
127,104 ST,2018-05-27,1087.0,589.0,1676.0
128,104 ST,2018-05-28,1337.0,602.0,1939.0
129,104 ST,2018-05-29,3176.0,1298.0,4474.0
130,104 ST,2018-05-30,2943.0,1355.0,4298.0
131,104 ST,2018-05-31,3186.0,1432.0,4618.0
132,104 ST,2018-06-01,3008.0,1359.0,4367.0
133,104 ST,2018-06-02,1616.0,784.0,2400.0
134,104 ST,2018-06-03,1223.0,599.0,1822.0
135,104 ST,2018-06-04,3189.0,1371.0,4560.0
136,104 ST,2018-06-05,2788.0,1410.0,4198.0
137,104 ST,2018-06-06,3225.0,1414.0,4639.0
138,104 ST,2018-06-07,3079.0,1333.0,4412.0
139,104 ST,2018-06-08,3159.0,1404.0,4563.0
140,104 ST,2018-06-09,1768.0,867.0,2635.0
141,104 ST,2018-06-10,1297.0,683.0,1980.0
142,104 ST,2018-06-11,3034.0,1331.0,4365.0
143,104 ST,2018-06-12,3244.0,1407.0,4651.0
144,104 ST,2018-06-13,2846.0,1353.0,4199.0
145,104 ST,2018-06-14,3159.0,1323.0,4482.0
146,104 ST,2018-06-15,2910.0,1272.0,4182.0
147,104 ST,2018-06-16,1689.0,779.0,2468.0
148,104 ST,2018-06-17,1203.0,637.0,1840.0
149,104 ST,2018-06-18,2867.0,1345.0,4212.0
150,104 ST,2018-06-19,3125.0,1375.0,4500.0
151,104 ST,2018-06-20,3098.0,1289.0,4387.0
152,104 ST,2018-06-21,3081.0,1386.0,4467.0
153,104 ST,2018-06-22,3059.0,1292.0,4351.0
154,104 ST,2018-06-23,1573.0,866.0,2439.0
155,104 ST,2018-06-24,1198.0,692.0,1890.0
156,104 ST,2018-06-25,3101.0,1270.0,4371.0
157,104 ST,2018-06-26,2995.0,1483.0,4478.0
158,104 ST,2018-06-27,2913.0,1332.0,4245.0
159,104 ST,2018-06-28,2727.0,1384.0,4111.0
160,104 ST,2018-06-29,2921.0,1332.0,4253.0
161,104 ST,2018-06-30,930.0,575.0,1505.0
162,104 ST,2018-07-01,557.0,293.0,850.0
163,104 ST,2018-07-02,2623.0,1090.0,3713.0
164,104 ST,2018-07-03,2684.0,1293.0,3977.0
165,104 ST,2018-07-04,1286.0,718.0,2004.0
166,104 ST,2018-07-05,2481.0,1236.0,3717.0
167,104 ST,2018-07-06,2785.0,1307.0,4092.0
168,110 ST,2018-05-26,6050.0,4753.0,10803.0
169,110 ST,2018-05-27,5203.0,5078.0,10281.0
170,110 ST,2018-05-28,5576.0,5030.0,10606.0
171,110 ST,2018-05-29,11286.0,8789.0,20075.0
172,110 ST,2018-05-30,11743.0,9490.0,21233.0
173,110 ST,2018-05-31,11459.0,9570.0,21029.0
174,110 ST,2018-06-01,11640.0,9610.0,21250.0
175,110 ST,2018-06-02,7597.0,6985.0,14582.0
176,110 ST,2018-06-03,5729.0,5771.0,11500.0
177,110 ST,2018-06-04,11331.0,9061.0,20392.0
178,110 ST,2018-06-05,11627.0,9499.0,21126.0
179,110 ST,2018-06-06,12111.0,9823.0,21934.0
180,110 ST,2018-06-07,10928.0,9041.0,19969.0
181,110 ST,2018-06-08,11946.0,9916.0,21862.0
182,110 ST,2018-06-09,9640.0,7932.0,17572.0
183,110 ST,2018-06-10,6276.0,5814.0,12090.0
184,110 ST,2018-06-11,10581.0,8689.0,19270.0
185,110 ST,2018-06-12,11669.0,9608.0,21277.0
186,110 ST,2018-06-13,11749.0,9385.0,21134.0
187,110 ST,2018-06-14,11606.0,9767.0,21373.0
188,110 ST,2018-06-15,10341.0,8758.0,19099.0
189,110 ST,2018-06-16,7477.0,6959.0,14436.0
190,110 ST,2018-06-17,5770.0,5714.0,11484.0
191,110 ST,2018-06-18,10495.0,8930.0,19425.0
192,110 ST,2018-06-19,11095.0,9144.0,20239.0
193,110 ST,2018-06-20,11128.0,8884.0,20012.0
194,110 ST,2018-06-21,11321.0,9434.0,20755.0
195,110 ST,2018-06-22,11089.0,9242.0,20331.0
196,110 ST,2018-06-23,5177.0,5033.0,10210.0
197,110 ST,2018-06-24,5222.0,5169.0,10391.0
198,110 ST,2018-06-25,10380.0,9036.0,19416.0
199,110 ST,2018-06-26,10720.0,9657.0,20377.0
200,110 ST,2018-06-27,10132.0,9447.0,19579.0
201,110 ST,2018-06-28,9644.0,8340.0,17984.0
202,110 ST,2018-06-29,10115.0,9169.0,19284.0
203,110 ST,2018-06-30,6990.0,6746.0,13736.0
204,110 ST,2018-07-01,5248.0,5355.0,10603.0
205,110 ST,2018-07-02,9080.0,7584.0,16664.0
206,110 ST,2018-07-03,9466.0,8057.0,17523.0
207,110 ST,2018-07-04,5525.0,5180.0,10705.0
208,110 ST,2018-07-05,9140.0,7875.0,17015.0
209,110 ST,2018-07-06,8993.0,7734.0,16727.0
210,111 ST,2018-05-26,10023.0,4389.0,14412.0
211,111 ST,2018-05-27,8680.0,4674.0,13354.0
212,111 ST,2018-05-28,9619.0,4785.0,14404.0
213,111 ST,2018-05-29,16630.0,6990.0,23620.0
214,111 ST,2018-05-30,17277.0,8170.0,25447.0
215,111 ST,2018-05-31,17031.0,7819.0,24850.0
216,111 ST,2018-06-01,16994.0,7299.0,24293.0
217,111 ST,2018-06-02,11297.0,6279.0,17576.0
218,111 ST,2018-06-03,9059.0,4878.0,13937.0
219,111 ST,2018-06-04,16893.0,7634.0,24527.0
220,111 ST,2018-06-05,16941.0,7853.0,24794.0
221,111 ST,2018-06-06,17505.0,8046.0,25551.0
222,111 ST,2018-06-07,16617.0,7345.0,23962.0
223,111 ST,2018-06-08,17282.0,7663.0,24945.0
224,111 ST,2018-06-09,11626.0,6264.0,17890.0
225,111 ST,2018-06-10,9588.0,4999.0,14587.0
226,111 ST,2018-06-11,16999.0,7694.0,24693.0
227,111 ST,2018-06-12,17187.0,7619.0,24806.0
228,111 ST,2018-06-13,16908.0,7733.0,24641.0
229,111 ST,2018-06-14,16892.0,7365.0,24257.0
230,111 ST,2018-06-15,16163.0,7156.0,23319.0
231,111 ST,2018-06-16,11394.0,6303.0,17697.0
232,111 ST,2018-06-17,8828.0,4936.0,13764.0
233,111 ST,2018-06-18,16205.0,6948.0,23153.0
234,111 ST,2018-06-19,16219.0,7430.0,23649.0
235,111 ST,2018-06-20,16631.0,8177.0,24808.0
236,111 ST,2018-06-21,16341.0,7388.0,23729.0
237,111 ST,2018-06-22,16277.0,7155.0,23432.0
238,111 ST,2018-06-23,10218.0,5023.0,15241.0
239,111 ST,2018-06-24,8919.0,4529.0,13448.0
240,111 ST,2018-06-25,16469.0,7198.0,23667.0
241,111 ST,2018-06-26,16997.0,7732.0,24729.0
242,111 ST,2018-06-27,16087.0,7386.0,23473.0
243,111 ST,2018-06-28,15502.0,7143.0,22645.0
244,111 ST,2018-06-29,15671.0,7022.0,22693.0
245,111 ST,2018-06-30,9680.0,5429.0,15109.0
246,111 ST,2018-07-01,7779.0,3851.0,11630.0
247,111 ST,2018-07-02,14911.0,6592.0,21503.0
248,111 ST,2018-07-03,14971.0,6796.0,21767.0
249,111 ST,2018-07-04,8901.0,4925.0,13826.0
250,111 ST,2018-07-05,15064.0,6692.0,21756.0
251,111 ST,2018-07-06,13943.0,6796.0,20739.0
252,116 ST,2018-05-26,16124.0,8347.0,24471.0
253,116 ST,2018-05-27,14385.0,8758.0,23143.0
254,116 ST,2018-05-28,14695.0,8494.0,23189.0
255,116 ST,2018-05-29,33479.0,17845.0,51324.0
256,116 ST,2018-05-30,34811.0,18219.0,53030.0
257,116 ST,2018-05-31,34643.0,18232.0,52875.0
258,116 ST,2018-06-01,35269.0,18424.0,53693.0
259,116 ST,2018-06-02,20439.0,11772.0,32211.0
260,116 ST,2018-06-03,16733.0,10206.0,26939.0
261,116 ST,2018-06-04,33933.0,17481.0,51414.0
262,116 ST,2018-06-05,34239.0,17536.0,51775.0
263,116 ST,2018-06-06,35564.0,18358.0,53922.0
264,116 ST,2018-06-07,33790.0,17739.0,51529.0
265,116 ST,2018-06-08,35635.0,19010.0,54645.0
266,116 ST,2018-06-09,24617.0,17096.0,41713.0
267,116 ST,2018-06-10,19076.0,11264.0,30340.0
268,116 ST,2018-06-11,32837.0,17584.0,50421.0
269,116 ST,2018-06-12,34687.0,18107.0,52794.0
270,116 ST,2018-06-13,34359.0,17940.0,52299.0
271,116 ST,2018-06-14,34792.0,18049.0,52841.0
272,116 ST,2018-06-15,32228.0,17125.0,49353.0
273,116 ST,2018-06-16,22517.0,13285.0,35802.0
274,116 ST,2018-06-17,17777.0,11058.0,28835.0
275,116 ST,2018-06-18,31536.0,17313.0,48849.0
276,116 ST,2018-06-19,33539.0,17569.0,51108.0
277,116 ST,2018-06-20,33909.0,17888.0,51797.0
278,116 ST,2018-06-21,33697.0,17550.0,51247.0
279,116 ST,2018-06-22,33134.0,17564.0,50698.0
280,116 ST,2018-06-23,19013.0,9478.0,28491.0
281,116 ST,2018-06-24,19388.0,10555.0,29943.0
282,116 ST,2018-06-25,31314.0,16902.0,48216.0
283,116 ST,2018-06-26,33077.0,17852.0,50929.0
284,116 ST,2018-06-27,31211.0,16574.0,47785.0
285,116 ST,2018-06-28,30245.0,15789.0,46034.0
286,116 ST,2018-06-29,31468.0,16691.0,48159.0
287,116 ST,2018-06-30,12428.0,7161.0,19589.0
288,116 ST,2018-07-01,8893.0,5539.0,14432.0
289,116 ST,2018-07-02,15195.0,7792.0,22987.0
290,116 ST,2018-07-03,16110.0,8370.0,24480.0
291,116 ST,2018-07-04,9028.0,4775.0,13803.0
292,116 ST,2018-07-05,15500.0,8096.0,23596.0
293,116 ST,2018-07-06,15631.0,7780.0,23411.0
294,116 ST-COLUMBIA,2018-05-26,3514.0,1999.0,5513.0
295,116 ST-COLUMBIA,2018-05-27,3301.0,1886.0,5187.0
296,116 ST-COLUMBIA,2018-05-28,3850.0,2523.0,6373.0
297,116 ST-COLUMBIA,2018-05-29,11731.0,6299.0,18030.0
298,116 ST-COLUMBIA,2018-05-30,12972.0,6854.0,19826.0
299,116 ST-COLUMBIA,2018-05-31,13020.0,6997.0,20017.0
300,116 ST-COLUMBIA,2018-06-01,11997.0,6517.0,18514.0
301,116 ST-COLUMBIA,2018-06-02,6850.0,3748.0,10598.0
302,116 ST-COLUMBIA,2018-06-03,5829.0,3087.0,8916.0
303,116 ST-COLUMBIA,2018-06-04,11905.0,6531.0,18436.0
304,116 ST-COLUMBIA,2018-06-05,13727.0,7317.0,21044.0
305,116 ST-COLUMBIA,2018-06-06,13526.0,7148.0,20674.0
306,116 ST-COLUMBIA,2018-06-07,13387.0,7164.0,20551.0
307,116 ST-COLUMBIA,2018-06-08,11747.0,6215.0,17962.0
308,116 ST-COLUMBIA,2018-06-09,6066.0,3063.0,9129.0
309,116 ST-COLUMBIA,2018-06-10,4951.0,2750.0,7701.0
310,116 ST-COLUMBIA,2018-06-11,12065.0,6646.0,18711.0
311,116 ST-COLUMBIA,2018-06-12,12958.0,6992.0,19950.0
312,116 ST-COLUMBIA,2018-06-13,13560.0,7273.0,20833.0
313,116 ST-COLUMBIA,2018-06-14,13350.0,7032.0,20382.0
314,116 ST-COLUMBIA,2018-06-15,11655.0,6184.0,17839.0
315,116 ST-COLUMBIA,2018-06-16,5736.0,2746.0,8482.0
316,116 ST-COLUMBIA,2018-06-17,4133.0,2273.0,6406.0
317,116 ST-COLUMBIA,2018-06-18,12643.0,6968.0,19611.0
318,116 ST-COLUMBIA,2018-06-19,13895.0,7483.0,21378.0
319,116 ST-COLUMBIA,2018-06-20,13964.0,7568.0,21532.0
320,116 ST-COLUMBIA,2018-06-21,14307.0,7559.0,21866.0
321,116 ST-COLUMBIA,2018-06-22,12256.0,6281.0,18537.0
322,116 ST-COLUMBIA,2018-06-23,5673.0,2966.0,8639.0
323,116 ST-COLUMBIA,2018-06-24,5544.0,3175.0,8719.0
324,116 ST-COLUMBIA,2018-06-25,14161.0,7422.0,21583.0
325,116 ST-COLUMBIA,2018-06-26,14719.0,7548.0,22267.0
326,116 ST-COLUMBIA,2018-06-27,15834.0,7947.0,23781.0
327,116 ST-COLUMBIA,2018-06-28,14807.0,7524.0,22331.0
328,116 ST-COLUMBIA,2018-06-29,14172.0,6950.0,21122.0
329,116 ST-COLUMBIA,2018-06-30,6016.0,2654.0,8670.0
330,116 ST-COLUMBIA,2018-07-01,4455.0,2202.0,6657.0
331,116 ST-COLUMBIA,2018-07-02,12170.0,6526.0,18696.0
332,116 ST-COLUMBIA,2018-07-03,12441.0,6418.0,18859.0
333,116 ST-COLUMBIA,2018-07-04,5243.0,2318.0,7561.0
334,116 ST-COLUMBIA,2018-07-05,11332.0,6590.0,17922.0
335,116 ST-COLUMBIA,2018-07-06,11583.0,5978.0,17561.0
336,121 ST,2018-05-26,629.0,271.0,900.0
337,121 ST,2018-05-27,533.0,284.0,817.0
338,121 ST,2018-05-28,618.0,275.0,893.0
339,121 ST,2018-05-29,1433.0,559.0,1992.0
340,121 ST,2018-05-30,1337.0,484.0,1821.0
341,121 ST,2018-05-31,1297.0,562.0,1859.0
342,121 ST,2018-06-01,1261.0,525.0,1786.0
343,121 ST,2018-06-02,717.0,351.0,1068.0
344,121 ST,2018-06-03,521.0,279.0,800.0
345,121 ST,2018-06-04,1260.0,494.0,1754.0
346,121 ST,2018-06-05,1310.0,533.0,1843.0
347,121 ST,2018-06-06,1265.0,540.0,1805.0
348,121 ST,2018-06-07,1217.0,488.0,1705.0
349,121 ST,2018-06-08,1292.0,544.0,1836.0
350,121 ST,2018-06-09,762.0,409.0,1171.0
351,121 ST,2018-06-10,539.0,270.0,809.0
352,121 ST,2018-06-11,1195.0,496.0,1691.0
353,121 ST,2018-06-12,1251.0,550.0,1801.0
354,121 ST,2018-06-13,1253.0,546.0,1799.0
355,121 ST,2018-06-14,1283.0,561.0,1844.0
356,121 ST,2018-06-15,1181.0,490.0,1671.0
357,121 ST,2018-06-16,717.0,325.0,1042.0
358,121 ST,2018-06-17,553.0,277.0,830.0
359,121 ST,2018-06-18,1279.0,477.0,1756.0
360,121 ST,2018-06-19,1229.0,561.0,1790.0
361,121 ST,2018-06-20,1222.0,547.0,1769.0
362,121 ST,2018-06-21,1212.0,511.0,1723.0
363,121 ST,2018-06-22,1166.0,477.0,1643.0
364,121 ST,2018-06-23,729.0,357.0,1086.0
365,121 ST,2018-06-24,624.0,264.0,888.0
366,121 ST,2018-06-25,1242.0,548.0,1790.0
367,121 ST,2018-06-26,1228.0,517.0,1745.0
368,121 ST,2018-06-27,1190.0,523.0,1713.0
369,121 ST,2018-06-28,1121.0,535.0,1656.0
370,121 ST,2018-06-29,1229.0,537.0,1766.0
371,121 ST,2018-06-30,160.0,156.0,316.0
372,121 ST,2018-07-02,1100.0,449.0,1549.0
373,121 ST,2018-07-03,1078.0,495.0,1573.0
374,121 ST,2018-07-04,524.0,326.0,850.0
375,121 ST,2018-07-05,1033.0,514.0,1547.0
376,121 ST,2018-07-06,1061.0,528.0,1589.0
377,125 ST,2018-05-26,37890.0,32435.0,70325.0
378,125 ST,2018-05-27,35729.0,32531.0,68260.0
379,125 ST,2018-05-28,38237.0,33927.0,72164.0
380,125 ST,2018-05-29,76916.0,58296.0,135212.0
381,125 ST,2018-05-30,80303.0,64000.0,144303.0
382,125 ST,2018-05-31,80434.0,63845.0,144279.0
383,125 ST,2018-06-01,81855.0,69812.0,151667.0
384,125 ST,2018-06-02,60346.0,55873.0,116219.0
385,125 ST,2018-06-03,51781.0,47665.0,99446.0
386,125 ST,2018-06-04,81197.0,58325.0,139522.0
387,125 ST,2018-06-05,79721.0,62167.0,141888.0
388,125 ST,2018-06-06,81191.0,63350.0,144541.0
389,125 ST,2018-06-07,78349.0,60710.0,139059.0
390,125 ST,2018-06-08,80136.0,63889.0,144025.0
391,125 ST,2018-06-09,58793.0,51979.0,110772.0
392,125 ST,2018-06-10,46295.0,40758.0,87053.0
393,125 ST,2018-06-11,74618.0,59267.0,133885.0
394,125 ST,2018-06-12,80345.0,61842.0,142187.0
395,125 ST,2018-06-13,78723.0,62807.0,141530.0
396,125 ST,2018-06-14,80650.0,63029.0,143679.0
397,125 ST,2018-06-15,76431.0,61314.0,137745.0
398,125 ST,2018-06-16,55623.0,48672.0,104295.0
399,125 ST,2018-06-17,46372.0,41633.0,88005.0
400,125 ST,2018-06-18,74621.0,57431.0,132052.0
401,125 ST,2018-06-19,77370.0,60648.0,138018.0
402,125 ST,2018-06-20,78499.0,62620.0,141119.0
403,125 ST,2018-06-21,79786.0,62865.0,142651.0
404,125 ST,2018-06-22,78793.0,61936.0,140729.0
405,125 ST,2018-06-23,51420.0,48894.0,100314.0
406,125 ST,2018-06-24,46274.0,39024.0,85298.0
407,125 ST,2018-06-25,73267.0,58844.0,132111.0
408,125 ST,2018-06-26,76639.0,60863.0,137502.0
409,125 ST,2018-06-27,73883.0,58530.0,132413.0
410,125 ST,2018-06-28,70937.0,56438.0,127375.0
411,125 ST,2018-06-29,73832.0,60271.0,134103.0
412,125 ST,2018-06-30,51406.0,43637.0,95043.0
413,125 ST,2018-07-01,42015.0,36252.0,78267.0
414,125 ST,2018-07-02,66418.0,51553.0,117971.0
415,125 ST,2018-07-03,68334.0,54322.0,122656.0
416,125 ST,2018-07-04,40642.0,33914.0,74556.0
417,125 ST,2018-07-05,66708.0,53847.0,120555.0
418,125 ST,2018-07-06,66478.0,52785.0,119263.0
419,135 ST,2018-05-26,9004.0,3413.0,12417.0
420,135 ST,2018-05-27,8339.0,3802.0,12141.0
421,135 ST,2018-05-28,8680.0,3868.0,12548.0
422,135 ST,2018-05-29,19447.0,8242.0,27689.0
423,135 ST,2018-05-30,20414.0,8729.0,29143.0
424,135 ST,2018-05-31,20683.0,8907.0,29590.0
425,135 ST,2018-06-01,20235.0,8825.0,29060.0
426,135 ST,2018-06-02,12679.0,5123.0,17802.0
427,135 ST,2018-06-03,9840.0,4395.0,14235.0
428,135 ST,2018-06-04,19563.0,8485.0,28048.0
429,135 ST,2018-06-05,20129.0,8793.0,28922.0
430,135 ST,2018-06-06,21184.0,8903.0,30087.0
431,135 ST,2018-06-07,19653.0,8096.0,27749.0
432,135 ST,2018-06-08,20393.0,8751.0,29144.0
433,135 ST,2018-06-09,12739.0,5295.0,18034.0
434,135 ST,2018-06-10,9631.0,4018.0,13649.0
435,135 ST,2018-06-11,19006.0,7969.0,26975.0
436,135 ST,2018-06-12,20302.0,8829.0,29131.0
437,135 ST,2018-06-13,20573.0,8814.0,29387.0
438,135 ST,2018-06-14,20257.0,8334.0,28591.0
439,135 ST,2018-06-15,18924.0,7428.0,26352.0
440,135 ST,2018-06-16,12426.0,5165.0,17591.0
441,135 ST,2018-06-17,10298.0,4446.0,14744.0
442,135 ST,2018-06-18,18503.0,8084.0,26587.0
443,135 ST,2018-06-19,19682.0,8162.0,27844.0
444,135 ST,2018-06-20,19954.0,8650.0,28604.0
445,135 ST,2018-06-21,20180.0,8252.0,28432.0
446,135 ST,2018-06-22,19318.0,7765.0,27083.0
447,135 ST,2018-06-23,11551.0,4876.0,16427.0
448,135 ST,2018-06-24,10795.0,4309.0,15104.0
449,135 ST,2018-06-25,18397.0,7884.0,26281.0
450,135 ST,2018-06-26,19487.0,8417.0,27904.0
451,135 ST,2018-06-27,19080.0,7669.0,26749.0
452,135 ST,2018-06-28,18108.0,7197.0,25305.0
453,135 ST,2018-06-29,18581.0,7401.0,25982.0
454,135 ST,2018-06-30,11855.0,4766.0,16621.0
455,135 ST,2018-07-01,9712.0,3971.0,13683.0
456,135 ST,2018-07-02,16569.0,6676.0,23245.0
457,135 ST,2018-07-03,17426.0,7519.0,24945.0
458,135 ST,2018-07-04,9674.0,4361.0,14035.0
459,135 ST,2018-07-05,16735.0,7385.0,24120.0
460,135 ST,2018-07-06,16686.0,6895.0,23581.0
461,137 ST CITY COL,2018-05-26,9987.0,8412.0,18399.0
462,137 ST CITY COL,2018-05-27,8425.0,8065.0,16490.0
463,137 ST CITY COL,2018-05-28,7246.0,6372.0,13618.0
